EKSEN1,EKSEN2,EKSEN3,EKSEN4,EKSEN5
4.1055e-18,209.96,299.39,1.7394e-20,119.58
4.1785e-18,209.96,299.39,1.4774e-20,119.57
5.4977e-18,209.96,299.38,1.5075e-20,119.57
5.4977e-18,209.96,299.38,1.0894e-20,119.57
5.4238e-18,209.96,299.37,1.095e-20,119.56
5.4981e-18,209.96,299.37,1.2143e-20,119.56
5.3489e-18,209.96,299.36,1.0056e-20,119.56
5.4238e-18,209.96,299.36,1.1774e-20,119.56
6.5526e-18,209.96,299.36,1.0942e-20,119.55
7.8375e-18,209.96,299.35,6.3777e-21,119.55
1.0267e-17,209.96,299.35,4.1788e-21,119.55
7.8269e-18,209.96,299.34,9.3605e-21,119.54
7.9035e-18,209.95,299.34,9.9618e-21,119.54
9.2878e-18,209.95,299.33,1.0101e-20,119.54
8.1292e-18,209.95,299.33,8.6853e-21,119.53
8.2068e-18,209.95,299.32,4.156e-21,119.53
8.1289e-18,209.95,299.32,2.0946e-21,119.53
8.1289e-18,209.95,299.31,2.8854e-21,119.52
4.3574e-18,209.95,299.31,7.1449e-21,119.52
6.8825e-18,209.95,299.31,3.8317e-21,119.52
6.8825e-18,209.95,299.3,4.6187e-21,119.52
5.5296e-18,209.95,299.3,6.3755e-21,119.51
6.8083e-18,209.95,299.29,9.1138e-21,119.51
9.537e-18,209.95,299.29,3.1066e-21,119.51
8.0863e-18,209.95,299.28,2.3934e-21,119.5
7.9244e-18,209.95,299.28,4.7257e-21,119.5
9.2248e-18,209.95,299.27,1.0198e-20,119.5
9.2248e-18,209.95,299.27,1.2073e-20,119.49
1.0372e-17,209.94,299.26,1.3738e-20,119.49
1.3006e-17,209.94,299.26,7.5673e-21,119.49
1.4245e-17,209.94,299.25,2.6971e-21,119.48
1.3996e-17,209.94,299.25,5.2678e-21,119.48
1.133e-17,209.94,299.24,4.6456e-21,119.48
1.1414e-17,209.94,299.24,4.8608e-21,119.47
1.133e-17,209.94,299.23,5.1716e-21,119.47
8.7143e-18,209.94,299.23,1.1443e-20,119.47
7.2743e-18,209.94,299.22,1.2386e-20,119.46
7.2743e-18,209.94,299.22,1.7887e-20,119.46
5.9932e-18,209.94,299.21,1.6976e-20,119.45
1.7914e-18,209.94,299.21,2.1843e-20,119.45
1.7914e-18,209.94,299.2,1.8687e-20,119.45
1.7914e-18,209.93,299.2,1.8966e-20,119.44
-2.4619e-18,209.93,299.19,2.3173e-20,119.44
2.3983e-19,209.93,299.19,1.731e-20,119.44
1.4649e-18,209.93,299.18,1.2401e-20,119.43
4.3641e-18,209.93,299.18,4.4611e-21,119.43
7.1867e-18,209.93,299.17,4.3419e-21,119.43
5.5926e-18,209.93,299.17,1.2017e-20,119.42
5.7704e-18,209.93,299.16,1.0448e-20,119.42
4.1636e-18,209.93,299.16,9.2335e-21,119.42
